"Checked"	"Master"	"Accession"	"Description"	"Coverage"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# Protein Groups"	"# AAs"	"MW [kDa]"	"calc. pI"	"Modifications"	"Abundance Ratio: (127N, Pyr) / (126, Pyr)"	"Abundance Ratio: (127C, Pyr) / (126, Pyr)"	"Abundance Ratio: (128N, Pyr) / (126, Pyr)"	"Abundance Ratio: (128C, Pyr) / (126, Pyr)"	"Abundance Ratio: (129C, Pyr) / (126, Pyr)"	"Abundance Ratio: (129N, Pyr) / (126, Pyr)"	"Abundance Ratio: (130N, Pyr) / (126, Pyr)"	"Abundance Ratio: (130C, Pyr) / (126, Pyr)"	"Abundance Ratio: (131, Pyr) / (126, Pyr)"	"Abundance: F3: 126, Sample, Pyr"	"Abundance: F3: 127N, Sample, Pyr"	"Abundance: F3: 127C, Sample, Pyr"	"Abundance: F3: 128N, Sample, Pyr"	"Abundance: F3: 128C, Sample, Pyr"	"Abundance: F3: 129N, Sample, Pyr"	"Abundance: F3: 129C, Sample, Pyr"	"Abundance: F3: 130N, Sample, Pyr"	"Abundance: F3: 130C, Sample, Pyr"	"Abundance: F3: 131, Sample, Pyr"	"Abundances Count: F3: 126, Sample, Pyr"	"Abundances Count: F3: 127N, Sample, Pyr"	"Abundances Count: F3: 127C, Sample, Pyr"	"Abundances Count: F3: 128N, Sample, Pyr"	"Abundances Count: F3: 128C, Sample, Pyr"	"Abundances Count: F3: 129N, Sample, Pyr"	"Abundances Count: F3: 129C, Sample, Pyr"	"Abundances Count: F3: 130N, Sample, Pyr"	"Abundances Count: F3: 130C, Sample, Pyr"	"Abundances Count: F3: 131, Sample, Pyr"	"emPAI"	"# Razor Peptides"	"Score Mascot"	"# Peptides Mascot" 
"False"	"IsMasterProtein"	"PF3D7_1118500"	"organism=Plasmodium_falciparum_3D7 | product=box C/D snoRNP rRNA 2'-O-methylation factor, putative | location=Pf3D7_11_v3:703175-704959(+) | length=594 | sequence_SO=chromosome | SO=protein_coding"	"10.2693602693603"	"5"	"7"	"5"	"1"	"594"	"69.347"	"5.91"	""	"0.918"	"0.652"	"0.465"	"0.295"	"0.238"	"0.263"	"0.243"	"0.205"	"0.202"	"823.3"	"755.4"	"536.6"	"382.9"	"242.6"	"216.3"	"196.0"	"200.2"	"169.0"	"166.2"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"0.562"	"0"	"228.761428571429"	"5"
"False"	"IsMasterProtein"	"PF3D7_1030500"	"organism=Plasmodium_falciparum_3D7 | product=26S proteasome regulatory subunit RPN9, putative (RPN9) | location=Pf3D7_10_v3:1244215-1245396(+) | length=393 | sequence_SO=chromosome | SO=protein_coding"	"16.2849872773537"	"6"	"14"	"6"	"1"	"393"	"46.771"	"6.07"	""	"0.916"	"0.658"	"0.253"	"0.117"	"0.078"	"0.096"	"0.068"	"0.065"	"0.049"	"3555.2"	"3258.1"	"2340.4"	"901.1"	"415.8"	"340.3"	"277.8"	"243.4"	"230.9"	"173.3"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"1.096"	"0"	"228.758107949575"	"6"
"False"	"IsMasterProtein"	"PF3D7_0821200"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium protein, unknown function | location=Pf3D7_08_v3:957498-958073(+) | length=191 | sequence_SO=chromosome | SO=protein_coding"	"29.3193717277487"	"4"	"6"	"4"	"1"	"191"	"22.258"	"9.44"	""	"1.023"	"1.030"	"1.066"	"0.673"	"0.434"	"0.493"	"0.337"	"0.289"	"0.254"	"473.5"	"484.3"	"487.6"	"504.8"	"318.6"	"233.6"	"205.7"	"159.4"	"136.8"	"120.5"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"2.162"	"0"	"228.47"	"4"
"False"	"IsMasterProtein"	"PF3D7_1455200.1"	"organism=Plasmodium_falciparum_3D7 | product=methyltransferase, putative | location=Pf3D7_14_v3:2255062-2256741(+) | length=205 | sequence_SO=chromosome | SO=protein_coding"	"39.0243902439024"	"7"	"10"	"7"	"1"	"205"	"23.975"	"5.33"	""	"0.951"	"0.819"	"0.463"	"0.176"	"0.106"	"0.139"	"0.099"	"0.096"	"0.071"	"1940.1"	"1844.5"	"1588.8"	"898.7"	"340.6"	"269.8"	"206.4"	"191.3"	"186.3"	"137.3"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2.981"	"0"	"228.420055499576"	"7"
"False"	"IsMasterProtein"	"PF3D7_0308000"	"organism=Plasmodium_falciparum_3D7 | product=DNA polymerase epsilon subunit b, putative | location=Pf3D7_03_v3:353549-355045(+) | length=498 | sequence_SO=chromosome | SO=protein_coding"	"17.0682730923695"	"8"	"13"	"8"	"1"	"498"	"57.685"	"5.74"	""	"1.061"	"0.931"	"0.702"	"0.198"	"0.125"	"0.154"	"0.106"	"0.092"	"0.090"	"1295.9"	"1374.9"	"1207.1"	"910.3"	"256.2"	"200.0"	"162.0"	"138.0"	"119.1"	"116.9"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"1.424"	"0"	"227.736376803837"	"8"
"False"	"IsMasterProtein"	"PF3D7_0716100"	"organism=Plasmodium_falciparum_3D7 | product=protein SDA1, putative (SDA1) | location=Pf3D7_07_v3:707699-710908(-) | length=1069 | sequence_SO=chromosome | SO=protein_coding"	"7.01590271281572"	"8"	"15"	"8"	"1"	"1069"	"126.398"	"6.6"	""	"1.049"	"1.004"	"1.100"	"0.525"	"0.452"	"0.489"	"0.466"	"0.432"	"0.509"	"2161.3"	"2268.1"	"2170.8"	"2377.4"	"1135.2"	"1055.9"	"975.9"	"1006.4"	"932.9"	"1100.4"	"8"	"8"	"8"	"8"	"8"	"8"	"8"	"8"	"8"	"8"	"0.435"	"0"	"227.706912110474"	"8"
"False"	"IsMasterProtein"	"PF3D7_1312100"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium protein, unknown function | location=Pf3D7_13_v3:513068-517326(-) | length=1333 | sequence_SO=chromosome | SO=protein_coding"	"8.92723180795199"	"13"	"14"	"13"	"1"	"1333"	"159.199"	"8.06"	""	"1.061"	"1.004"	"1.100"	"0.879"	"0.850"	"0.822"	"0.886"	"0.718"	"0.803"	"950.3"	"1008.3"	"954.0"	"1045.7"	"835.6"	"781.3"	"807.3"	"841.9"	"682.5"	"763.4"	"11"	"11"	"11"	"11"	"11"	"11"	"11"	"11"	"11"	"11"	"0.326"	"0"	"227.65381855289"	"13"
"False"	"IsMasterProtein"	"PF3D7_0509100"	"organism=Plasmodium_falciparum_3D7 | product=chromosome condensation protein, putative | location=Pf3D7_05_v3:381077-386203(+) | length=1708 | sequence_SO=chromosome | SO=protein_coding"	"7.14285714285714"	"11"	"13"	"11"	"1"	"1708"	"201.543"	"5.4"	""	"0.953"	"0.830"	"0.914"	"0.632"	"0.664"	"0.630"	"0.731"	"0.637"	"0.637"	"1695.8"	"1616.3"	"1406.7"	"1550.3"	"1071.0"	"1069.2"	"1125.5"	"1239.2"	"1080.3"	"1079.8"	"11"	"11"	"11"	"11"	"11"	"11"	"11"	"11"	"11"	"11"	"0.283"	"0"	"227.412727272727"	"11"
"False"	"IsMasterProtein"	"PF3D7_1457300"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium protein, unknown function | location=Pf3D7_14_v3:2346178-2348097(-) | length=639 | sequence_SO=chromosome | SO=protein_coding"	"15.962441314554"	"12"	"33"	"12"	"1"	"639"	"75.938"	"5"	""	"1.034"	"0.894"	"0.488"	"0.179"	"0.129"	"0.143"	"0.121"	"0.102"	"0.098"	"5915.3"	"6114.4"	"5286.2"	"2885.9"	"1061.4"	"843.6"	"762.1"	"718.3"	"605.1"	"579.8"	"14"	"14"	"14"	"14"	"14"	"14"	"14"	"14"	"14"	"14"	"2.268"	"0"	"227.327102677652"	"12"
"False"	"IsMasterProtein"	"PF3D7_1365000"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium protein, unknown function | location=Pf3D7_13_v3:2608698-2609744(+) | length=348 | sequence_SO=chromosome | SO=protein_coding"	"32.4712643678161"	"12"	"17"	"12"	"1"	"348"	"42.195"	"9.06"	""	"1.010"	"1.057"	"1.143"	"0.903"	"0.923"	"0.861"	"0.925"	"0.791"	"0.830"	"1681.7"	"1698.9"	"1777.9"	"1922.9"	"1518.9"	"1447.3"	"1552.3"	"1556.4"	"1329.5"	"1396.1"	"13"	"13"	"13"	"13"	"13"	"13"	"13"	"13"	"13"	"13"	"3.062"	"0"	"227.223333333333"	"12"
"False"	"IsMasterProtein"	"PF3D7_1434100"	"organism=Plasmodium_falciparum_3D7 | product=queuine tRNA-ribosyltransferase, putative | location=Pf3D7_14_v3:1366979-1368202(+) | length=407 | sequence_SO=chromosome | SO=protein_coding"	"16.2162162162162"	"7"	"11"	"7"	"1"	"407"	"47.798"	"6.18"	""	"1.019"	"0.995"	"1.013"	"0.526"	"0.156"	"0.255"	"0.144"	"0.137"	"0.115"	"1604.4"	"1635.2"	"1597.1"	"1625.9"	"844.7"	"408.8"	"249.5"	"231.6"	"219.7"	"185.0"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"1.228"	"0"	"227.188181818182"	"7"
"False"	"IsMasterProtein"	"PF3D7_1336900"	"organism=Plasmodium_falciparum_3D7 | product=tryptophan--tRNA ligase (WRS) | location=Pf3D7_13_v3:1488061-1490262(-) | length=632 | sequence_SO=chromosome | SO=protein_coding"	"19.7784810126582"	"12"	"16"	"11"	"1"	"632"	"73.053"	"8.02"	""	"0.928"	"0.582"	"0.262"	"0.138"	"0.101"	"0.111"	"0.095"	"0.080"	"0.060"	"1820.9"	"1690.5"	"1060.6"	"477.9"	"250.9"	"202.7"	"184.6"	"172.1"	"145.0"	"109.9"	"12"	"12"	"12"	"12"	"12"	"12"	"12"	"12"	"12"	"12"	"1.195"	"0"	"226.596666666667"	"12"
"False"	"IsMasterProtein"	"PF3D7_1210600"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium protein, unknown function | location=Pf3D7_12_v3:472260-475457(-) | length=1065 | sequence_SO=chromosome | SO=protein_coding"	"11.0798122065728"	"10"	"19"	"10"	"1"	"1065"	"122.779"	"6.35"	""	"0.971"	"0.936"	"0.847"	"0.608"	"0.559"	"0.572"	"0.546"	"0.519"	"0.501"	"1963.7"	"1906.1"	"1838.2"	"1662.5"	"1193.2"	"1123.0"	"1098.3"	"1072.4"	"1020.1"	"983.1"	"12"	"12"	"12"	"12"	"12"	"12"	"12"	"12"	"12"	"12"	"0.866"	"0"	"225.585014074892"	"10"
"False"	"IsMasterProtein"	"PF3D7_1457700"	"organism=Plasmodium_falciparum_3D7 | product=large ribosomal subunit nuclear export factor, putative | location=Pf3D7_14_v3:2367287-2371723(+) | length=1478 | sequence_SO=chromosome | SO=protein_coding"	"4.46549391069012"	"8"	"19"	"7"	"1"	"1478"	"177.556"	"8.75"	""	"1.044"	"1.031"	"1.106"	"0.893"	"0.937"	"0.834"	"0.965"	"0.800"	"0.874"	"1347.5"	"1406.9"	"1389.8"	"1490.4"	"1203.5"	"1124.3"	"1262.6"	"1300.8"	"1078.2"	"1177.5"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"0.346"	"0"	"225.473358099573"	"8"
"False"	"IsMasterProtein"	"PF3D7_1451700"	"organism=Plasmodium_falciparum_3D7 | product=calcineurin subunit B (CNB) | location=Pf3D7_14_v3:2118947-2120280(-) | length=177 | sequence_SO=chromosome | SO=protein_coding"	"49.7175141242938"	"7"	"11"	"7"	"1"	"177"	"20.066"	"4.79"	""	"0.994"	"1.012"	"1.035"	"0.784"	"0.749"	"0.699"	"0.756"	"0.653"	"0.632"	"560.4"	"557.0"	"567.2"	"579.9"	"439.6"	"391.5"	"419.8"	"423.6"	"366.2"	"354.2"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"3.125"	"0"	"225.13"	"7"
"False"	"IsMasterProtein"	"PF3D7_1302100"	"organism=Plasmodium_falciparum_3D7 | product=gamete antigen 27/25 (G27/25) | location=Pf3D7_13_v3:121636-122289(-) | length=217 | sequence_SO=chromosome | SO=protein_coding"	"38.2488479262673"	"8"	"15"	"8"	"1"	"217"	"25.988"	"6.89"	""	"1.120"	"1.117"	"1.049"	"0.291"	"0.071"	"0.126"	"0.053"	"0.035"	"0.047"	"1460.8"	"1636.5"	"1631.7"	"1533.0"	"425.8"	"183.9"	"103.2"	"77.3"	"50.4"	"68.0"	"8"	"8"	"8"	"8"	"8"	"8"	"8"	"8"	"8"	"8"	"3.924"	"0"	"224.756189469976"	"8"
"False"	"IsMasterProtein"	"PF3D7_0418300"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium protein, unknown function | location=Pf3D7_04_v3:819362-822340(-) | length=992 | sequence_SO=chromosome | SO=protein_coding"	"10.383064516129"	"11"	"17"	"11"	"1"	"992"	"114.449"	"9.51"	""	"1.015"	"1.069"	"1.183"	"0.942"	"0.949"	"0.887"	"0.969"	"0.843"	"0.873"	"1270.8"	"1290.4"	"1358.1"	"1502.9"	"1197.6"	"1126.6"	"1205.7"	"1231.6"	"1071.4"	"1108.8"	"10"	"10"	"10"	"10"	"10"	"10"	"10"	"10"	"10"	"10"	"0.719"	"0"	"224.633456873288"	"11"
"False"	"IsMasterProtein"	"PF3D7_1104300"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium protein, unknown function | location=Pf3D7_11_v3:190800-194358(-) | length=1141 | sequence_SO=chromosome | SO=protein_coding"	"9.02716914986854"	"9"	"13"	"9"	"1"	"1141"	"136.418"	"5.21"	""	"1.092"	"1.005"	"1.150"	"0.837"	"0.877"	"0.870"	"0.908"	"0.739"	"0.803"	"657.8"	"718.4"	"661.3"	"756.5"	"550.6"	"572.5"	"576.9"	"597.5"	"485.9"	"528.3"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"0.35"	"0"	"224.432222222222"	"9"
"False"	"IsMasterProtein"	"PF3D7_1465300"	"organism=Plasmodium_falciparum_3D7 | product=tRNA 3'-trailer sequence RNase, putative | location=Pf3D7_14_v3:2643004-2646192(+) | length=858 | sequence_SO=chromosome | SO=protein_coding"	"14.1025641025641"	"9"	"10"	"9"	"1"	"858"	"99.98"	"6.92"	""	"1.096"	"0.990"	"1.019"	"0.754"	"0.692"	"0.681"	"0.639"	"0.478"	"0.366"	"708.3"	"776.0"	"701.1"	"721.8"	"534.2"	"482.7"	"490.0"	"452.4"	"338.4"	"259.5"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"0.468"	"0"	"223.45"	"9"
"False"	"IsMasterProtein"	"PF3D7_0730500"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium protein, unknown function | location=Pf3D7_07_v3:1305894-1314215(-) | length=2773 | sequence_SO=chromosome | SO=protein_coding"	"5.91417237648756"	"14"	"27"	"14"	"1"	"2773"	"329.264"	"9.23"	""	"1.048"	"1.041"	"1.216"	"0.873"	"0.851"	"0.887"	"0.942"	"0.804"	"0.829"	"905.0"	"948.4"	"941.9"	"1100.1"	"790.5"	"803.1"	"770.3"	"852.2"	"727.3"	"750.2"	"11"	"11"	"11"	"11"	"11"	"11"	"11"	"11"	"11"	"11"	"0.241"	"0"	"223.245446802642"	"14"
"False"	"IsMasterProtein"	"PF3D7_1447200"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium protein, unknown function | location=Pf3D7_14_v3:1933985-1935775(+) | length=529 | sequence_SO=chromosome | SO=protein_coding"	"17.0132325141777"	"9"	"10"	"9"	"1"	"529"	"62.418"	"5.07"	"Acetyl [N-Term]"	"1.004"	"1.005"	"1.007"	"0.535"	"0.309"	"0.377"	"0.305"	"0.251"	"0.241"	"1517.7"	"1524.1"	"1524.9"	"1528.7"	"811.7"	"571.9"	"468.4"	"463.0"	"381.5"	"365.5"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1.512"	"0"	"223.15"	"9"
"False"	"IsMasterProtein"	"PF3D7_1243600"	"organism=Plasmodium_falciparum_3D7 | product=translation initiation factor SUI1, putative | location=Pf3D7_12_v3:1825959-1826884(+) | length=115 | sequence_SO=chromosome | SO=protein_coding"	"26.0869565217391"	"3"	"13"	"3"	"1"	"115"	"12.883"	"9.45"	""	"1.000"	"1.028"	"1.085"	"0.721"	"0.524"	"0.620"	"0.450"	"0.452"	"0.431"	"360.7"	"360.8"	"370.9"	"391.4"	"259.9"	"223.7"	"189.1"	"162.2"	"163.1"	"155.3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"9"	"0"	"222.890850622181"	"3"
"False"	"IsMasterProtein"	"PF3D7_1364500"	"organism=Plasmodium_falciparum_3D7 | product=exosome complex component RRP45, putative (RRP45) | location=Pf3D7_13_v3:2596389-2597822(+) | length=477 | sequence_SO=chromosome | SO=protein_coding"	"18.8679245283019"	"7"	"11"	"7"	"1"	"477"	"54.992"	"5.87"	""	"0.994"	"1.016"	"1.167"	"0.806"	"0.674"	"0.677"	"0.708"	"0.575"	"0.567"	"1117.7"	"1110.7"	"1135.1"	"1304.2"	"901.4"	"756.4"	"753.2"	"791.0"	"643.2"	"633.5"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1.096"	"0"	"222.313681342338"	"7"
"False"	"IsMasterProtein"	"PF3D7_1105400"	"organism=Plasmodium_falciparum_3D7 | product=40S ribosomal protein S4, putative | location=Pf3D7_11_v3:235597-237097(-) | length=261 | sequence_SO=chromosome | SO=protein_coding"	"30.6513409961686"	"9"	"18"	"9"	"1"	"261"	"29.753"	"10.08"	""	"0.768"	"0.336"	"0.203"	"0.078"	"0.060"	"0.070"	"0.059"	"0.042"	"0.040"	"3175.2"	"2438.6"	"1067.7"	"643.9"	"247.1"	"223.6"	"190.6"	"187.8"	"133.7"	"128.1"	"8"	"8"	"8"	"8"	"8"	"8"	"8"	"8"	"8"	"8"	"2.34"	"0"	"222.3"	"9"
"False"	"IsMasterProtein"	"PF3D7_1447000"	"organism=Plasmodium_falciparum_3D7 | product=40S ribosomal protein S5 | location=Pf3D7_14_v3:1929931-1931379(+) | length=272 | sequence_SO=chromosome | SO=protein_coding"	"29.4117647058824"	"9"	"18"	"9"	"1"	"272"	"29.939"	"9.99"	""	"0.770"	"0.464"	"0.280"	"0.181"	"0.149"	"0.159"	"0.153"	"0.139"	"0.129"	"4445.1"	"3424.2"	"2060.4"	"1246.1"	"805.7"	"708.7"	"661.3"	"680.6"	"618.6"	"574.5"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1.976"	"0"	"221.822808760406"	"9"
"False"	"IsMasterProtein"	"PF3D7_0418200"	"organism=Plasmodium_falciparum_3D7 | product=eukaryotic translation initiation factor 3 subunit M, putative (EIF3M) | location=Pf3D7_04_v3:817400-818689(+) | length=429 | sequence_SO=chromosome | SO=protein_coding"	"21.4452214452214"	"10"	"15"	"10"	"1"	"429"	"50.998"	"7.06"	""	"0.865"	"0.537"	"0.215"	"0.106"	"0.069"	"0.079"	"0.063"	"0.051"	"0.045"	"2933.4"	"2538.2"	"1574.1"	"629.6"	"311.9"	"231.5"	"203.3"	"185.5"	"148.4"	"133.3"	"10"	"10"	"10"	"10"	"10"	"10"	"10"	"10"	"10"	"10"	"1.471"	"0"	"221.531818181818"	"10"
"False"	"IsMasterProtein"	"PF3D7_1322300"	"organism=Plasmodium_falciparum_3D7 | product=translation initiation factor EIF-2B subunit related | location=Pf3D7_13_v3:944275-949285(-) | length=1499 | sequence_SO=chromosome | SO=protein_coding"	"6.53769179452969"	"7"	"8"	"7"	"1"	"1499"	"178.237"	"6.96"	""	"0.975"	"1.023"	"1.081"	"0.902"	"0.913"	"0.861"	"0.899"	"0.818"	"0.818"	"626.3"	"610.5"	"640.5"	"677.0"	"564.7"	"539.2"	"571.5"	"563.0"	"512.1"	"512.4"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"0.248"	"0"	"221.267142857143"	"7"
"False"	"IsMasterProtein"	"PF3D7_0612100"	"organism=Plasmodium_falciparum_3D7 | product=eukaryotic translation initiation factor 3 subunit L, putative (EIF3L) | location=Pf3D7_06_v3:509160-511130(-) | length=656 | sequence_SO=chromosome | SO=protein_coding"	"7.77439024390244"	"4"	"10"	"4"	"1"	"656"	"78.08"	"8.24"	""	"0.917"	"0.668"	"0.374"	"0.183"	"0.128"	"0.145"	"0.122"	"0.088"	"0.083"	"754.0"	"691.3"	"503.6"	"282.0"	"138.2"	"109.3"	"96.4"	"92.2"	"66.2"	"62.3"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"0.468"	"0"	"220.946666666667"	"4"
"False"	"IsMasterProtein"	"PF3D7_0934800"	"organism=Plasmodium_falciparum_3D7 | product=cAMP-dependent protein kinase catalytic subunit (PKAc) | location=Pf3D7_09_v3:1361935-1363848(+) | length=342 | sequence_SO=chromosome | SO=protein_coding"	"26.0233918128655"	"10"	"16"	"10"	"1"	"342"	"40.171"	"8.79"	""	"1.008"	"1.039"	"0.912"	"0.433"	"0.167"	"0.242"	"0.130"	"0.089"	"0.080"	"1322.1"	"1332.8"	"1373.2"	"1205.4"	"572.4"	"320.2"	"220.3"	"172.3"	"117.3"	"105.2"	"11"	"11"	"11"	"11"	"11"	"11"	"11"	"11"	"11"	"11"	"2.325"	"0"	"220.877142857143"	"10"
"False"	"IsMasterProtein"	"PF3D7_0931000"	"organism=Plasmodium_falciparum_3D7 | product=elongation factor Tu, putative | location=Pf3D7_09_v3:1248866-1251601(-) | length=911 | sequence_SO=chromosome | SO=protein_coding"	"13.3918770581778"	"11"	"16"	"11"	"1"	"911"	"107.385"	"8.35"	""	"0.982"	"1.007"	"1.032"	"0.682"	"0.276"	"0.507"	"0.237"	"0.212"	"0.189"	"1068.5"	"1049.8"	"1076.3"	"1102.6"	"729.0"	"542.0"	"294.5"	"253.7"	"227.0"	"201.8"	"11"	"11"	"11"	"11"	"11"	"11"	"11"	"11"	"11"	"11"	"0.723"	"0"	"220.833333333333"	"11"
"False"	"IsMasterProtein"	"PF3D7_0804600"	"organism=Plasmodium_falciparum_3D7 | product=U2 snRNA/tRNA pseudouridine synthase, putative | location=Pf3D7_08_v3:268856-270696(-) | length=556 | sequence_SO=chromosome | SO=protein_coding"	"13.8489208633094"	"7"	"14"	"7"	"1"	"556"	"66.555"	"8.19"	""	"0.972"	"0.829"	"0.492"	"0.202"	"0.148"	"0.175"	"0.147"	"0.115"	"0.117"	"1598.3"	"1553.9"	"1324.5"	"786.0"	"323.6"	"279.8"	"236.4"	"234.8"	"183.4"	"187.3"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"0.874"	"0"	"220.809784430628"	"7"
"False"	"IsMasterProtein"	"PF3D7_1411300"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium protein, unknown function | location=Pf3D7_14_v3:458796-460962(+) | length=568 | sequence_SO=chromosome | SO=protein_coding"	"18.6619718309859"	"10"	"13"	"10"	"1"	"568"	"67.306"	"8.32"	""	"1.098"	"1.051"	"1.154"	"0.863"	"0.737"	"0.811"	"0.735"	"0.658"	"0.676"	"1110.1"	"1219.4"	"1166.3"	"1280.8"	"958.0"	"900.2"	"818.2"	"816.2"	"729.9"	"750.6"	"11"	"11"	"11"	"11"	"11"	"11"	"11"	"11"	"11"	"11"	"1.062"	"0"	"220.763203632895"	"10"
"False"	"IsMasterProtein"	"PF3D7_1421100"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium protein, unknown function | location=Pf3D7_14_v3:871000-874761(+) | length=1253 | sequence_SO=chromosome | SO=protein_coding"	"14.2059058260176"	"18"	"27"	"18"	"1"	"1253"	"150.619"	"6.79"	""	"0.963"	"0.945"	"0.996"	"0.589"	"0.235"	"0.451"	"0.145"	"0.120"	"0.114"	"2664.0"	"2565.9"	"2518.4"	"2654.1"	"1570.3"	"1201.9"	"627.1"	"387.2"	"319.0"	"302.8"	"17"	"17"	"17"	"17"	"17"	"17"	"17"	"17"	"17"	"17"	"0.778"	"0"	"220.598239802171"	"18"
"False"	"IsMasterProtein"	"PF3D7_1353100"	"organism=Plasmodium_falciparum_3D7 | product=Plasmodium exported protein, unknown function | location=Pf3D7_13_v3:2124272-2125270(-) | length=285 | sequence_SO=chromosome | SO=protein_coding"	"22.4561403508772"	"5"	"9"	"5"	"1"	"285"	"32.763"	"9.19"	""	"0.966"	"0.890"	"0.886"	"0.389"	"0.313"	"0.333"	"0.299"	"0.251"	"0.249"	"1765.2"	"1704.9"	"1571.1"	"1564.7"	"686.8"	"587.8"	"551.7"	"528.1"	"443.2"	"439.8"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"2.162"	"0"	"220.005"	"5"
"False"	"IsMasterProtein"	"PF3D7_1134800"	"organism=Plasmodium_falciparum_3D7 | product=coatomer subunit delta | location=Pf3D7_11_v3:1367186-1368809(+) | length=487 | sequence_SO=chromosome | SO=protein_coding"	"17.4537987679671"	"9"	"16"	"9"	"1"	"487"	"56.804"	"5.9"	""	"0.973"	"0.929"	"0.901"	"0.382"	"0.238"	"0.282"	"0.252"	"0.204"	"0.201"	"1620.8"	"1577.0"	"1505.2"	"1461.0"	"619.8"	"456.5"	"385.8"	"408.6"	"330.9"	"325.9"	"10"	"10"	"10"	"10"	"10"	"10"	"10"	"10"	"10"	"10"	"1.683"	"0"	"220.004903037465"	"9"
"False"	"IsMasterProtein"	"PF3D7_0814000"	"organism=Plasmodium_falciparum_3D7 | product=60S ribosomal protein L13-2, putative | location=Pf3D7_08_v3:680957-681809(+) | length=215 | sequence_SO=chromosome | SO=protein_coding"	"31.1627906976744"	"8"	"20"	"8"	"1"	"215"	"25.425"	"10.78"	""	"0.688"	"0.301"	"0.199"	"0.244"	"0.201"	"0.218"	"0.210"	"0.144"	"0.111"	"3635.1"	"2502.1"	"1095.9"	"724.8"	"887.3"	"792.5"	"731.1"	"764.3"	"521.8"	"402.6"	"10"	"10"	"10"	"10"	"10"	"10"	"10"	"10"	"10"	"10"	"5.813"	"0"	"219.344918787606"	"8"
"False"	"IsMasterProtein"	"PF3D7_0416200"	"organism=Plasmodium_falciparum_3D7 | product=conserved protein, unknown function | location=Pf3D7_04_v3:709460-710083(-) | length=207 | sequence_SO=chromosome | SO=protein_coding"	"33.8164251207729"	"6"	"7"	"6"	"1"	"207"	"24.401"	"6.05"	""	"1.081"	"1.018"	"1.188"	"0.894"	"0.927"	"0.877"	"0.905"	"0.855"	"0.839"	"484.8"	"524.2"	"493.3"	"575.8"	"433.2"	"425.1"	"449.4"	"438.8"	"414.5"	"406.9"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"1.894"	"0"	"219.051428571429"	"6"
"False"	"IsMasterProtein"	"PF3D7_1358800"	"organism=Plasmodium_falciparum_3D7 | product=40S ribosomal protein S15 (RPS15) | location=Pf3D7_13_v3:2331074-2331529(+) | length=151 | sequence_SO=chromosome | SO=protein_coding"	"39.0728476821192"	"6"	"15"	"6"	"1"	"151"	"17.24"	"10.37"	""	"0.784"	"0.499"	"0.382"	"0.245"	"0.202"	"0.217"	"0.208"	"0.175"	"0.156"	"1716.5"	"1346.1"	"856.6"	"655.5"	"420.3"	"371.7"	"347.2"	"356.7"	"300.8"	"268.2"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"4.012"	"0"	"218.980555648349"	"6"
