"Checked"	"Master"	"Accession"	"Description"	"Coverage"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# Protein Groups"	"# AAs"	"MW [kDa]"	"calc. pI"	"Modifications"	"Abundance Ratio: (127N, Pyr) / (126, Pyr)"	"Abundance Ratio: (128N, Pyr) / (126, Pyr)"	"Abundance Ratio: (127C, Pyr) / (126, Pyr)"	"Abundance Ratio: (128C, Pyr) / (126, Pyr)"	"Abundance Ratio: (129N, Pyr) / (126, Pyr)"	"Abundance Ratio: (129C, Pyr) / (126, Pyr)"	"Abundance Ratio: (130N, Pyr) / (126, Pyr)"	"Abundance Ratio: (130C, Pyr) / (126, Pyr)"	"Abundance Ratio: (131, Pyr) / (126, Pyr)"	"Abundance: F4: 126, Sample, Pyr"	"Abundance: F4: 127N, Sample, Pyr"	"Abundance: F4: 127C, Sample, Pyr"	"Abundance: F4: 128N, Sample, Pyr"	"Abundance: F4: 128C, Sample, Pyr"	"Abundance: F4: 129N, Sample, Pyr"	"Abundance: F4: 129C, Sample, Pyr"	"Abundance: F4: 130N, Sample, Pyr"	"Abundance: F4: 130C, Sample, Pyr"	"Abundance: F4: 131, Sample, Pyr"	"Abundances Count: F4: 126, Sample, Pyr"	"Abundances Count: F4: 127N, Sample, Pyr"	"Abundances Count: F4: 127C, Sample, Pyr"	"Abundances Count: F4: 128N, Sample, Pyr"	"Abundances Count: F4: 128C, Sample, Pyr"	"Abundances Count: F4: 129N, Sample, Pyr"	"Abundances Count: F4: 129C, Sample, Pyr"	"Abundances Count: F4: 130N, Sample, Pyr"	"Abundances Count: F4: 130C, Sample, Pyr"	"Abundances Count: F4: 131, Sample, Pyr"	"emPAI"	"# Razor Peptides"	"Score Mascot"	"# Peptides Mascot" 
"False"	"IsMasterProtein"	"PF3D7_0523000"	"organism=Plasmodium_falciparum_3D7 | product=multidrug resistance protein 1 (MDR1) | location=Pf3D7_05_v3:957890-962149(+) | length=1419 | sequence_SO=chromosome | SO=protein_coding"	"4.0169133192389"	"5"	"7"	"5"	"1"	"1419"	"162.15"	"8.84"	""	"0.927"	"0.737"	"0.921"	"0.537"	"0.509"	"0.479"	"0.482"	"0.417"	"0.416"	"508.4"	"471.2"	"468.4"	"374.6"	"272.8"	"258.7"	"243.6"	"245.0"	"211.9"	"211.5"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"0.164"	"0"	"129.006666666667"	"5"
"False"	"IsMasterProtein"	"PF3D7_0110800"	"organism=Plasmodium_falciparum_3D7 | product=transcription initiation factor TFIIB, putative | location=Pf3D7_01_v3:417921-419607(+) | length=367 | sequence_SO=chromosome | SO=protein_coding"	"21.5258855585831"	"7"	"8"	"7"	"1"	"367"	"41.976"	"9.22"	""	"1.052"	"1.168"	"0.919"	"0.740"	"0.784"	"0.728"	"0.854"	"0.599"	"0.708"	"775.7"	"816.4"	"712.6"	"906.1"	"573.7"	"608.5"	"564.8"	"662.2"	"464.9"	"549.0"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"1.089"	"0"	"128.6"	"7"
"False"	"IsMasterProtein"	"PF3D7_0702900"	"organism=Plasmodium_falciparum_3D7 | product=centrin, putative | location=Pf3D7_07_v3:113144-113948(-) | length=107 | sequence_SO=chromosome | SO=protein_coding"	"14.9532710280374"	"1"	"3"	"1"	"1"	"107"	"12.631"	"4.49"	""	"0.993"	"1.048"	"0.936"	"0.670"	"0.752"	"0.742"	"0.845"	"0.678"	"0.711"	"229.0"	"227.5"	"214.4"	"239.9"	"153.4"	"172.2"	"170.0"	"193.4"	"155.2"	"162.8"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1.154"	"0"	"128.43"	"1"
"False"	"IsMasterProtein"	"PF3D7_0409800"	"organism=Plasmodium_falciparum_3D7 | product=zinc finger protein, putative | location=Pf3D7_04_v3:459710-461437(+) | length=575 | sequence_SO=chromosome | SO=protein_coding"	"11.6521739130435"	"8"	"12"	"8"	"1"	"575"	"68.49"	"9.01"	""	"0.968"	"1.084"	"0.964"	"0.756"	"0.717"	"0.731"	"0.737"	"0.645"	"0.681"	"1103.7"	"1068.2"	"1063.6"	"1196.3"	"834.5"	"791.1"	"806.5"	"813.9"	"711.9"	"751.8"	"8"	"8"	"8"	"8"	"8"	"8"	"8"	"8"	"8"	"8"	"0.73"	"0"	"128.42659923711"	"8"
"False"	"IsMasterProtein"	"PF3D7_1216300"	"organism=Plasmodium_falciparum_3D7 | product=signal recognition particle subunit SRP19 (SRP19) | location=Pf3D7_12_v3:651398-651856(-) | length=152 | sequence_SO=chromosome | SO=protein_coding"	"27.6315789473684"	"3"	"3"	"3"	"1"	"152"	"18.014"	"9.73"	""	"0.875"	"0.389"	"0.630"	"0.179"	"0.144"	"0.153"	"0.126"	"0.121"	"0.082"	"288.4"	"252.4"	"181.8"	"112.1"	"51.7"	"41.6"	"44.1"	"36.2"	"34.8"	"23.6"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"1.371"	"0"	"127.95"	"3"
"False"	"IsMasterProtein"	"PF3D7_1228400"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium protein, unknown function | location=Pf3D7_12_v3:1153352-1157557(+) | length=1401 | sequence_SO=chromosome | SO=protein_coding"	"14.9179157744468"	"9"	"12"	"9"	"1"	"1401"	"168.703"	"8.24"	""	"0.991"	"0.820"	"0.885"	"0.564"	"0.549"	"0.583"	"0.607"	"0.484"	"0.471"	"1723.8"	"1709.1"	"1525.4"	"1413.7"	"972.2"	"945.9"	"1005.4"	"1046.7"	"834.6"	"811.4"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"0.262"	"0"	"127.852428108579"	"9"
"False"	"IsMasterProtein"	"PF3D7_1356400"	"organism=Plasmodium_falciparum_3D7 | product=phosphatase 2A regulatory subunit-related protein, putative | location=Pf3D7_13_v3:2235089-2238109(+) | length=1006 | sequence_SO=chromosome | SO=protein_coding"	"4.67196819085487"	"4"	"5"	"4"	"1"	"1006"	"120.504"	"5.2"	""	"1.101"	"1.209"	"1.087"	"0.915"	"0.887"	"0.805"	"0.874"	"0.747"	"0.804"	"220.1"	"242.4"	"239.2"	"266.1"	"201.3"	"195.3"	"177.1"	"192.4"	"164.4"	"177.0"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"0.136"	"0"	"127.483333333333"	"4"
"False"	"IsMasterProtein"	"PF3D7_0922700"	"organism=Plasmodium_falciparum_3D7 | product=pre-mRNA-splicing factor 18, putative (PRP18) | location=Pf3D7_09_v3:919109-921302(-) | length=343 | sequence_SO=chromosome | SO=protein_coding"	"21.5743440233236"	"7"	"7"	"7"	"1"	"343"	"40.532"	"8.85"	""	"1.037"	"0.916"	"1.026"	"0.590"	"0.520"	"0.493"	"0.485"	"0.446"	"0.418"	"712.9"	"739.5"	"731.3"	"652.9"	"420.8"	"370.4"	"351.8"	"345.9"	"318.3"	"298.3"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"1.154"	"0"	"127.310189701911"	"7"
"False"	"IsMasterProtein"	"PF3D7_0528000"	"organism=Plasmodium_falciparum_3D7 | product=proteasome maturation factor UMP1, putative (UMP1) | location=Pf3D7_05_v3:1156205-1156579(-) | length=124 | sequence_SO=chromosome | SO=protein_coding"	"48.3870967741936"	"6"	"9"	"6"	"1"	"124"	"14.594"	"5.39"	""	"0.969"	"0.781"	"0.899"	"0.486"	"0.397"	"0.417"	"0.513"	"0.409"	"0.347"	"425.3"	"412.2"	"382.2"	"332.1"	"206.8"	"169.0"	"177.5"	"218.2"	"173.9"	"147.7"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"4.012"	"0"	"127.118571428571"	"6"
"False"	"IsMasterProtein"	"PF3D7_1136800"	"organism=Plasmodium_falciparum_3D7 | product=DnaJ protein, putative | location=Pf3D7_11_v3:1449690-1451450(-) | length=369 | sequence_SO=chromosome | SO=protein_coding"	"20.5962059620596"	"8"	"17"	"8"	"1"	"369"	"44.5"	"9.07"	""	"0.960"	"1.013"	"0.976"	"0.829"	"0.756"	"0.826"	"0.826"	"0.726"	"0.747"	"1860.4"	"1786.3"	"1814.9"	"1885.1"	"1542.9"	"1406.2"	"1536.6"	"1536.3"	"1350.5"	"1388.9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1.649"	"0"	"126.927692307692"	"8"
"False"	"IsMasterProtein"	"PF3D7_0514600"	"organism=Plasmodium_falciparum_3D7 | product=ribose 5-phosphate epimerase, putative | location=Pf3D7_05_v3:607105-608451(-) | length=236 | sequence_SO=chromosome | SO=protein_coding"	"19.0677966101695"	"4"	"7"	"4"	"1"	"236"	"26.188"	"7.3"	""	"1.100"	"1.108"	"1.044"	"0.826"	"0.758"	"0.638"	"0.504"	"0.298"	"0.170"	"513.2"	"564.5"	"536.0"	"568.4"	"424.1"	"388.9"	"327.6"	"258.8"	"153.0"	"87.0"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"1.424"	"0"	"126.63"	"4"
"False"	"IsMasterProtein"	"PF3D7_1451700"	"organism=Plasmodium_falciparum_3D7 | product=calcineurin subunit B (CNB) | location=Pf3D7_14_v3:2118947-2120280(-) | length=177 | sequence_SO=chromosome | SO=protein_coding"	"36.7231638418079"	"6"	"6"	"6"	"1"	"177"	"20.066"	"4.79"	""	"0.996"	"0.958"	"0.998"	"0.716"	"0.673"	"0.683"	"0.746"	"0.573"	"0.615"	"284.4"	"283.2"	"283.9"	"272.5"	"203.5"	"191.5"	"194.2"	"212.1"	"163.1"	"174.8"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"1.894"	"0"	"126.51"	"6"
"False"	"IsMasterProtein"	"PF3D7_1423300"	"organism=Plasmodium_falciparum_3D7 | product=serine/threonine protein phosphatase 7 (PP7) | location=Pf3D7_14_v3:936168-941638(+) | length=959 | sequence_SO=chromosome | SO=protein_coding"	"10.1147028154327"	"8"	"8"	"8"	"1"	"959"	"112.513"	"6.96"	""	"1.062"	"0.927"	"0.970"	"0.405"	"0.224"	"0.171"	"0.154"	"0.127"	"0.122"	"1149.6"	"1220.4"	"1115.0"	"1066.2"	"465.1"	"257.1"	"197.0"	"177.3"	"146.4"	"140.0"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"0.322"	"0"	"126.37"	"8"
"False"	"IsMasterProtein"	"PF3D7_1322300"	"organism=Plasmodium_falciparum_3D7 | product=translation initiation factor EIF-2B subunit related | location=Pf3D7_13_v3:944275-949285(-) | length=1499 | sequence_SO=chromosome | SO=protein_coding"	"5.27018012008005"	"6"	"8"	"6"	"1"	"1499"	"178.237"	"6.96"	""	"0.955"	"1.085"	"1.015"	"0.884"	"0.841"	"0.961"	"0.984"	"0.820"	"0.876"	"553.1"	"528.2"	"561.5"	"600.2"	"489.0"	"465.1"	"531.7"	"544.0"	"453.6"	"484.4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"0.181"	"0"	"126.092001950206"	"6"
"False"	"IsMasterProtein"	"PF3D7_0202200"	"organism=Plasmodium_falciparum_3D7 | product=EMP1-trafficking protein (PTP1) | location=Pf3D7_02_v3:112547-113682(-) | length=290 | sequence_SO=chromosome | SO=protein_coding"	"11.0344827586207"	"2"	"2"	"2"	"1"	"290"	"33.72"	"9.66"	""	"0.902"	"0.881"	"0.857"	"0.431"	"0.414"	"0.390"	"0.422"	"0.363"	"0.336"	"249.4"	"225.0"	"213.7"	"219.8"	"107.6"	"103.3"	"97.3"	"105.2"	"90.5"	"83.8"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"0.311"	"0"	"125.870034180844"	"2"
"False"	"IsMasterProtein"	"PF3D7_1365500"	"organism=Plasmodium_falciparum_3D7 | product=glycine cleavage system T protein, putative (GCVT) | location=Pf3D7_13_v3:2619028-2620567(+) | length=406 | sequence_SO=chromosome | SO=protein_coding"	"16.5024630541872"	"6"	"9"	"6"	"1"	"406"	"46.874"	"8.62"	""	"0.945"	"0.684"	"0.914"	"0.207"	"0.158"	"0.097"	"0.063"	"0.052"	"0.044"	"670.9"	"634.0"	"613.1"	"458.9"	"139.0"	"106.0"	"64.9"	"42.6"	"34.9"	"29.3"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"0.54"	"0"	"125.763467998079"	"6"
"False"	"IsMasterProtein"	"PF3D7_1368600"	"organism=Plasmodium_falciparum_3D7 | product=mitochondrial import inner membrane translocase subunit TIM9, putative (TIM9) | location=Pf3D7_13_v3:2725669-2725947(-) | length=92 | sequence_SO=chromosome | SO=protein_coding"	"39.1304347826087"	"3"	"4"	"3"	"1"	"92"	"10.867"	"8.44"	""	"0.867"	"0.508"	"0.665"	"0.314"	"0.278"	"0.250"	"0.229"	"0.181"	"0.140"	"692.5"	"600.3"	"460.6"	"351.9"	"217.3"	"192.7"	"173.3"	"158.5"	"125.4"	"96.9"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"3.642"	"0"	"125.64"	"3"
"False"	"IsMasterProtein"	"PF3D7_1402100"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium protein, unknown function | location=Pf3D7_14_v3:81121-83760(+) | length=879 | sequence_SO=chromosome | SO=protein_coding"	"4.89192263936291"	"4"	"5"	"4"	"1"	"879"	"105.66"	"8.16"	""	"0.958"	"0.707"	"0.864"	"0.149"	"0.108"	"0.074"	"0.060"	"0.062"	"0.057"	"748.8"	"717.6"	"646.6"	"529.5"	"111.8"	"80.9"	"55.6"	"45.3"	"46.2"	"42.7"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"0.198"	"0"	"125.195028978777"	"4"
"False"	"IsMasterProtein"	"PF3D7_1305900"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium protein, unknown function | location=Pf3D7_13_v3:279990-281701(-) | length=475 | sequence_SO=chromosome | SO=protein_coding"	"10.3157894736842"	"5"	"8"	"5"	"1"	"475"	"57.888"	"9.36"	""	"0.965"	"0.913"	"0.936"	"0.618"	"0.521"	"0.417"	"0.385"	"0.339"	"0.351"	"750.6"	"724.1"	"702.4"	"685.3"	"464.1"	"391.2"	"312.7"	"289.3"	"254.6"	"263.1"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"0.585"	"0"	"124.985"	"5"
"False"	"IsMasterProtein"	"PF3D7_0520800"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium protein, unknown function | location=Pf3D7_05_v3:849862-856026(-) | length=2054 | sequence_SO=chromosome | SO=protein_coding"	"6.6699123661149"	"13"	"14"	"13"	"1"	"2054"	"243.946"	"5.4"	""	"1.020"	"0.470"	"0.828"	"0.301"	"0.271"	"0.248"	"0.262"	"0.219"	"0.189"	"1328.9"	"1354.9"	"1100.7"	"624.6"	"399.4"	"360.4"	"329.0"	"347.8"	"291.2"	"250.7"	"12"	"12"	"12"	"12"	"12"	"12"	"12"	"12"	"12"	"12"	"0.286"	"0"	"124.691463861965"	"13"
"False"	"IsMasterProtein"	"PF3D7_0415500"	"organism=Plasmodium_falciparum_3D7 | product=nuclear cap-binding protein, putative | location=Pf3D7_04_v3:688192-689053(+) | length=234 | sequence_SO=chromosome | SO=protein_coding"	"23.5042735042735"	"5"	"5"	"5"	"1"	"234"	"27.986"	"9.64"	"Acetyl [N-Term]"	"0.912"	"0.233"	"0.542"	"0.107"	"0.085"	"0.091"	"0.081"	"0.065"	"0.059"	"854.1"	"778.9"	"463.1"	"199.2"	"91.4"	"73.0"	"77.6"	"69.2"	"55.8"	"50.6"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"1.424"	"0"	"124.64"	"5"
"False"	"IsMasterProtein"	"PF3D7_0721600"	"organism=Plasmodium_falciparum_3D7 | product=40S ribosomal protein S5, putative | location=Pf3D7_07_v3:931459-932164(-) | length=195 | sequence_SO=chromosome | SO=protein_coding"	"31.7948717948718"	"7"	"11"	"7"	"1"	"195"	"21.849"	"9.61"	"Acetyl [N-Term]"	"0.967"	"0.487"	"0.633"	"0.284"	"0.261"	"0.236"	"0.214"	"0.169"	"0.175"	"1370.3"	"1324.8"	"867.7"	"667.3"	"388.7"	"357.6"	"324.0"	"293.0"	"231.8"	"240.1"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5.31"	"0"	"124.455"	"7"
"False"	"IsMasterProtein"	"PF3D7_0705300"	"organism=Plasmodium_falciparum_3D7 | product=origin recognition complex subunit 2, putative (ORC2) | location=Pf3D7_07_v3:261977-264454(+) | length=825 | sequence_SO=chromosome | SO=protein_coding"	"10.4242424242424"	"9"	"9"	"9"	"1"	"825"	"97.949"	"5.85"	""	"0.934"	"1.138"	"1.010"	"0.836"	"0.765"	"0.854"	"0.815"	"0.759"	"0.784"	"620.9"	"579.7"	"627.3"	"706.5"	"519.0"	"475.0"	"530.5"	"505.8"	"471.3"	"486.7"	"8"	"8"	"8"	"8"	"8"	"8"	"8"	"8"	"8"	"8"	"0.54"	"0"	"124.15832707647"	"9"
"False"	"IsMasterProtein"	"PF3D7_1122400"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium protein, unknown function | location=Pf3D7_11_v3:849335-852570(+) | length=851 | sequence_SO=chromosome | SO=protein_coding"	"13.3960047003525"	"11"	"15"	"11"	"1"	"851"	"101.874"	"5.57"	""	"0.955"	"0.546"	"0.828"	"0.324"	"0.271"	"0.289"	"0.289"	"0.241"	"0.247"	"1153.9"	"1102.0"	"955.1"	"630.2"	"373.7"	"312.8"	"334.0"	"333.6"	"278.2"	"285.0"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"0.559"	"0"	"124.005"	"11"
"False"	"IsMasterProtein"	"PF3D7_1145800"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium protein, unknown function | location=Pf3D7_11_v3:1814957-1817704(-) | length=915 | sequence_SO=chromosome | SO=protein_coding"	"5.3551912568306"	"4"	"4"	"3"	"1"	"915"	"108.887"	"8.32"	""	"0.969"	"0.829"	"0.832"	"0.660"	"0.686"	"0.641"	"0.659"	"0.589"	"0.680"	"240.0"	"232.5"	"199.7"	"198.9"	"158.3"	"164.6"	"153.8"	"158.1"	"141.3"	"163.2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"0.118"	"0"	"123.983333333333"	"4"
"False"	"IsMasterProtein"	"PF3D7_1324200"	"organism=Plasmodium_falciparum_3D7 | product=micro-fibrillar-associated protein, putative | location=Pf3D7_13_v3:1000100-1001882(-) | length=492 | sequence_SO=chromosome | SO=protein_coding"	"12.1951219512195"	"7"	"8"	"7"	"1"	"492"	"59.592"	"4.77"	""	"0.967"	"1.043"	"0.976"	"0.859"	"0.783"	"0.851"	"0.916"	"0.679"	"0.668"	"731.7"	"707.7"	"714.3"	"763.3"	"628.4"	"572.6"	"623.0"	"670.4"	"497.0"	"488.8"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"1.015"	"0"	"123.682289093769"	"7"
"False"	"IsMasterProtein"	"PF3D7_1324500"	"organism=Plasmodium_falciparum_3D7 | product=DEAD box helicase, putative | location=Pf3D7_13_v3:1023260-1027743(-) | length=1099 | sequence_SO=chromosome | SO=protein_coding"	"4.82256596906278"	"5"	"8"	"5"	"1"	"1099"	"130.618"	"8.53"	""	"0.957"	"1.144"	"0.985"	"0.808"	"0.768"	"0.824"	"0.810"	"0.698"	"0.717"	"324.5"	"310.4"	"319.5"	"371.1"	"262.2"	"249.3"	"267.3"	"262.7"	"226.4"	"232.8"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"0.205"	"0"	"123.59"	"5"
"False"	"IsMasterProtein"	"PF3D7_0621700"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium protein, unknown function | location=Pf3D7_06_v3:884428-889614(+) | length=1616 | sequence_SO=chromosome | SO=protein_coding"	"4.02227722772277"	"6"	"6"	"6"	"1"	"1616"	"191.904"	"7.8"	""	"1.030"	"0.947"	"0.988"	"0.800"	"0.718"	"0.748"	"0.770"	"0.684"	"0.743"	"364.9"	"375.8"	"360.5"	"345.4"	"291.8"	"261.9"	"273.1"	"280.9"	"249.7"	"271.2"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"0.144"	"0"	"123.4"	"6"
"False"	"IsMasterProtein"	"PF3D7_0610100"	"organism=Plasmodium_falciparum_3D7 | product=pre-mRNA-splicing factor SLU7, putative (SLU7) | location=Pf3D7_06_v3:434807-436465(-) | length=444 | sequence_SO=chromosome | SO=protein_coding"	"15.3153153153153"	"5"	"7"	"5"	"1"	"444"	"52.983"	"8.31"	""	"0.974"	"1.051"	"0.914"	"0.707"	"0.689"	"0.712"	"0.824"	"0.613"	"0.717"	"169.2"	"164.8"	"154.7"	"177.8"	"119.6"	"116.6"	"120.5"	"139.4"	"103.7"	"121.4"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"0.688"	"0"	"123.29"	"5"
"False"	"IsMasterProtein"	"PF3D7_0729400"	"organism=Plasmodium_falciparum_3D7 | product=ribosome biogenesis protein BRX1 homolog, putative | location=Pf3D7_07_v3:1252847-1254097(+) | length=416 | sequence_SO=chromosome | SO=protein_coding"	"6.97115384615385"	"3"	"8"	"3"	"1"	"416"	"49.5"	"4.49"	""	"1.014"	"0.991"	"0.978"	"0.736"	"0.735"	"0.730"	"0.757"	"0.643"	"0.606"	"708.5"	"718.5"	"692.8"	"701.9"	"521.2"	"520.4"	"516.9"	"536.5"	"455.6"	"429.0"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"0.778"	"0"	"123.102857142857"	"3"
"False"	"IsMasterProtein"	"PF3D7_1005600"	"organism=Plasmodium_falciparum_3D7 | product=DnaJ protein, putative | location=Pf3D7_10_v3:244145-246535(-) | length=796 | sequence_SO=chromosome | SO=protein_coding"	"8.16582914572864"	"7"	"13"	"7"	"1"	"796"	"94.626"	"7.08"	""	"1.058"	"1.063"	"0.955"	"0.809"	"0.778"	"0.799"	"0.871"	"0.712"	"0.789"	"1206.3"	"1275.7"	"1152.0"	"1282.3"	"975.6"	"938.4"	"963.4"	"1051.2"	"859.3"	"951.5"	"10"	"10"	"10"	"10"	"10"	"10"	"10"	"10"	"10"	"10"	"0.548"	"0"	"123.07"	"7"
"False"	"IsMasterProtein"	"PF3D7_1425700"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium protein, unknown function | location=Pf3D7_14_v3:1006643-1008069(+) | length=359 | sequence_SO=chromosome | SO=protein_coding"	"8.91364902506964"	"3"	"4"	"3"	"1"	"359"	"42.797"	"8.25"	""	"1.048"	"1.311"	"1.075"	"0.963"	"0.943"	"0.886"	"0.767"	"0.619"	"0.482"	"251.9"	"263.9"	"270.9"	"330.3"	"242.6"	"237.6"	"223.2"	"193.2"	"156.0"	"121.3"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"0.492"	"0"	"123.03"	"3"
"False"	"IsMasterProtein"	"PF3D7_1369400"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium protein, unknown function | location=Pf3D7_13_v3:2759756-2768478(+) | length=2868 | sequence_SO=chromosome | SO=protein_coding"	"2.71966527196653"	"9"	"10"	"9"	"1"	"2868"	"346.585"	"7.3"	""	"0.976"	"0.332"	"0.713"	"0.150"	"0.110"	"0.097"	"0.089"	"0.079"	"0.066"	"1251.8"	"1221.5"	"892.0"	"415.8"	"187.2"	"137.2"	"121.9"	"111.7"	"98.5"	"82.0"	"8"	"8"	"8"	"8"	"8"	"8"	"8"	"8"	"8"	"8"	"0.128"	"0"	"122.855077858229"	"9"
"False"	"IsMasterProtein"	"PF3D7_0707400"	"organism=Plasmodium_falciparum_3D7 | product=AAA family ATPase, putative | location=Pf3D7_07_v3:343912-345903(+) | length=663 | sequence_SO=chromosome | SO=protein_coding"	"6.33484162895928"	"5"	"8"	"5"	"1"	"663"	"78.138"	"9.38"	""	"0.973"	"1.117"	"1.012"	"0.865"	"0.833"	"0.865"	"0.909"	"0.755"	"0.837"	"835.0"	"812.1"	"845.2"	"933.1"	"722.1"	"695.5"	"722.1"	"758.6"	"630.6"	"699.3"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"0.248"	"0"	"122.83"	"5"
"False"	"IsMasterProtein"	"PF3D7_0912100"	"organism=Plasmodium_falciparum_3D7 | product=zinc finger protein, putative | location=Pf3D7_09_v3:546800-548101(-) | length=433 | sequence_SO=chromosome | SO=protein_coding"	"14.7806004618938"	"6"	"8"	"6"	"1"	"433"	"52.389"	"6.25"	""	"1.010"	"1.223"	"1.046"	"0.763"	"0.786"	"0.796"	"0.787"	"0.706"	"0.742"	"566.3"	"571.8"	"592.6"	"692.5"	"431.9"	"445.2"	"450.9"	"445.9"	"400.0"	"420.3"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"0.778"	"0"	"122.722265447877"	"6"
"False"	"IsMasterProtein"	"PF3D7_1312100"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium protein, unknown function | location=Pf3D7_13_v3:513068-517326(-) | length=1333 | sequence_SO=chromosome | SO=protein_coding"	"6.07651912978245"	"8"	"9"	"8"	"1"	"1333"	"159.199"	"8.06"	""	"1.006"	"1.021"	"0.967"	"0.705"	"0.631"	"0.631"	"0.640"	"0.546"	"0.575"	"640.9"	"644.6"	"620.0"	"654.6"	"451.8"	"404.7"	"404.6"	"410.4"	"349.8"	"368.8"	"8"	"8"	"8"	"8"	"8"	"8"	"8"	"8"	"8"	"8"	"0.207"	"0"	"122.609592321848"	"8"
"False"	"IsMasterProtein"	"PF3D7_1323900"	"organism=Plasmodium_falciparum_3D7 | product=protein BCP1, putative | location=Pf3D7_13_v3:989468-990598(+) | length=376 | sequence_SO=chromosome | SO=protein_coding"	"18.8829787234043"	"8"	"11"	"8"	"1"	"376"	"44.629"	"8.98"	""	"1.022"	"1.022"	"0.965"	"0.493"	"0.424"	"0.414"	"0.422"	"0.346"	"0.357"	"1214.1"	"1240.6"	"1171.3"	"1240.9"	"598.6"	"515.3"	"503.0"	"512.2"	"420.0"	"433.3"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1.721"	"0"	"122.59"	"8"
"False"	"IsMasterProtein"	"PF3D7_1458700"	"organism=Plasmodium_falciparum_3D7 | product=exonuclease V, mitochondrial, putative | location=Pf3D7_14_v3:2410954-2412015(-) | length=353 | sequence_SO=chromosome | SO=protein_coding"	"14.4475920679887"	"6"	"6"	"6"	"1"	"353"	"42.042"	"6.18"	""	"0.843"	"0.212"	"0.538"	"0.099"	"0.074"	"0.062"	"0.062"	"0.063"	"0.053"	"1442.4"	"1215.7"	"775.7"	"305.5"	"142.4"	"106.6"	"90.1"	"89.5"	"90.6"	"76.1"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"0.874"	"0"	"122.586666666667"	"6"
