"Checked"	"Master"	"Accession"	"Description"	"Coverage"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# Protein Groups"	"# AAs"	"MW [kDa]"	"calc. pI"	"Modifications"	"Abundance Ratio: (127N, DMSO) / (126, DMSO)"	"Abundance Ratio: (127C, DMSO) / (126, DMSO)"	"Abundance Ratio: (128N, DMSO) / (126, DMSO)"	"Abundance Ratio: (128C, DMSO) / (126, DMSO)"	"Abundance Ratio: (129N, DMSO) / (126, DMSO)"	"Abundance Ratio: (129C, DMSO) / (126, DMSO)"	"Abundance Ratio: (130N, DMSO) / (126, DMSO)"	"Abundance Ratio: (130C, DMSO) / (126, DMSO)"	"Abundance Ratio: (131, DMSO) / (126, DMSO)"	"Abundance: F2: 126, Sample, DMSO"	"Abundance: F2: 127N, Sample, DMSO"	"Abundance: F2: 127C, Sample, DMSO"	"Abundance: F2: 128N, Sample, DMSO"	"Abundance: F2: 128C, Sample, DMSO"	"Abundance: F2: 129N, Sample, DMSO"	"Abundance: F2: 129C, Sample, DMSO"	"Abundance: F2: 130N, Sample, DMSO"	"Abundance: F2: 130C, Sample, DMSO"	"Abundance: F2: 131, Sample, DMSO"	"Abundances Count: F2: 126, Sample, DMSO"	"Abundances Count: F2: 127N, Sample, DMSO"	"Abundances Count: F2: 127C, Sample, DMSO"	"Abundances Count: F2: 128N, Sample, DMSO"	"Abundances Count: F2: 128C, Sample, DMSO"	"Abundances Count: F2: 129N, Sample, DMSO"	"Abundances Count: F2: 129C, Sample, DMSO"	"Abundances Count: F2: 130N, Sample, DMSO"	"Abundances Count: F2: 130C, Sample, DMSO"	"Abundances Count: F2: 131, Sample, DMSO"	"emPAI"	"# Razor Peptides"	"Score Mascot"	"# Peptides Mascot" 
"False"	"IsMasterProtein"	"PF3D7_1227200"	"organism=Plasmodium_falciparum_3D7 | product=potassium channel (K1) | location=Pf3D7_12_v3:1098129-1104223(+) | length=1966 | sequence_SO=chromosome | SO=protein_coding"	"4.37436419125127"	"7"	"7"	"7"	"1"	"1966"	"232.04"	"9.32"	""	"0.946"	"0.905"	"0.920"	"0.819"	"0.753"	"0.783"	"0.795"	"0.659"	"0.684"	"640.3"	"605.9"	"579.6"	"589.2"	"524.6"	"482.4"	"501.5"	"509.2"	"422.1"	"437.8"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"0.153"	"0"	"98.65"	"7"
"False"	"IsMasterProtein"	"PF3D7_1430700"	"organism=Plasmodium_falciparum_3D7 | product=NADP-specific glutamate dehydrogenase (GDH2) | location=Pf3D7_14_v3:1211012-1212776(+) | length=510 | sequence_SO=chromosome | SO=protein_coding"	"16.078431372549"	"7"	"10"	"6"	"1"	"510"	"57.306"	"8.88"	""	"1.019"	"1.001"	"0.959"	"0.716"	"0.696"	"0.668"	"0.687"	"0.559"	"0.521"	"469.3"	"478.3"	"469.7"	"450.1"	"336.1"	"326.6"	"313.3"	"322.2"	"262.5"	"244.5"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"0.63"	"0"	"98.5414285714286"	"7"
"False"	"IsMasterProtein"	"PF3D7_1115400"	"organism=Plasmodium_falciparum_3D7 | product=cysteine proteinase falcipain 3 (FP3) | location=Pf3D7_11_v3:584328-585806(-) | length=492 | sequence_SO=chromosome | SO=protein_coding"	"8.94308943089431"	"4"	"4"	"4"	"1"	"492"	"56.63"	"6.98"	""	"0.817"	"0.629"	"0.331"	"0.199"	"0.149"	"0.112"	"0.125"	"0.096"	"0.098"	"961.7"	"785.9"	"605.2"	"317.9"	"191.7"	"142.9"	"107.8"	"119.9"	"92.2"	"93.8"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"0.389"	"0"	"98.14"	"4"
"False"	"IsMasterProtein"	"PF3D7_1250800"	"organism=Plasmodium_falciparum_3D7 | product=DNA repair protein rhp16, putative | location=Pf3D7_12_v3:2077718-2082887(+) | length=1647 | sequence_SO=chromosome | SO=protein_coding"	"5.34304796599879"	"9"	"9"	"8"	"1"	"1647"	"192.05"	"8.63"	""	"0.907"	"0.837"	"0.638"	"0.513"	"0.443"	"0.471"	"0.436"	"0.420"	"0.398"	"868.9"	"788.1"	"727.5"	"554.7"	"445.5"	"385.2"	"409.1"	"379.0"	"364.8"	"345.4"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"0.184"	"0"	"98.0228636514747"	"9"
"False"	"IsMasterProtein"	"PF3D7_0911200"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium protein, unknown function | location=Pf3D7_09_v3:509934-510527(+) | length=197 | sequence_SO=chromosome | SO=protein_coding"	"17.258883248731"	"3"	"3"	"2"	"1"	"197"	"23.346"	"7.96"	""	"0.918"	"0.821"	"0.648"	"0.488"	"0.336"	"0.357"	"0.270"	"0.206"	"0.204"	"162.8"	"149.5"	"133.7"	"105.5"	"79.4"	"54.7"	"58.2"	"43.9"	"33.5"	"33.2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"0.334"	"0"	"97.87"	"3"
"False"	"IsMasterProtein"	"PF3D7_1301600"	"organism=Plasmodium_falciparum_3D7 | product=erythrocyte binding antigen-140 (EBA140) | location=Pf3D7_13_v3:89319-93352(-) | length=1210 | sequence_SO=chromosome | SO=protein_coding"	"3.88429752066116"	"4"	"4"	"4"	"1"	"1210"	"140.508"	"6.51"	""	"0.995"	"0.925"	"0.945"	"0.744"	"0.768"	"0.650"	"0.752"	"0.641"	"0.655"	"336.9"	"335.1"	"311.6"	"318.5"	"250.8"	"258.7"	"219.1"	"253.5"	"215.9"	"220.8"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"0.125"	"0"	"97.6666666666667"	"4"
"False"	"IsMasterProtein"	"PF3D7_1237600"	"organism=Plasmodium_falciparum_3D7 | product=periodic tryptophan protein 1, putative (PWP1) | location=Pf3D7_12_v3:1568605-1570569(+) | length=502 | sequence_SO=chromosome | SO=protein_coding"	"6.57370517928287"	"3"	"3"	"3"	"1"	"502"	"58.761"	"6.92"	""	"0.892"	"0.876"	"0.893"	"0.713"	"0.715"	"0.756"	"0.848"	"0.680"	"0.767"	"367.3"	"327.8"	"321.8"	"327.9"	"261.9"	"262.6"	"277.6"	"311.5"	"249.8"	"281.8"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"0.334"	"0"	"97.59"	"3"
"False"	"IsMasterProtein"	"PF3D7_0406000"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium protein, unknown function | location=Pf3D7_04_v3:321019-322545(+) | length=508 | sequence_SO=chromosome | SO=protein_coding"	"20.6692913385827"	"9"	"9"	"8"	"1"	"508"	"60.577"	"8.65"	""	"0.929"	"0.950"	"0.928"	"0.623"	"0.431"	"0.302"	"0.254"	"0.211"	"0.222"	"1549.9"	"1439.6"	"1472.8"	"1438.6"	"966.2"	"667.3"	"467.9"	"394.3"	"326.3"	"344.8"	"8"	"8"	"8"	"8"	"8"	"8"	"8"	"8"	"8"	"8"	"0.951"	"1"	"97.4965051973581"	"9"
"False"	"IsMasterProtein"	"PF3D7_1009400"	"organism=Plasmodium_falciparum_3D7 | product=zinc finger protein, putative | location=Pf3D7_10_v3:381361-382449(+) | length=362 | sequence_SO=chromosome | SO=protein_coding"	"12.4309392265193"	"4"	"5"	"4"	"1"	"362"	"41.303"	"9.16"	""	"0.973"	"0.904"	"0.981"	"0.696"	"0.626"	"0.622"	"0.648"	"0.539"	"0.593"	"645.9"	"628.6"	"583.7"	"633.7"	"449.7"	"404.6"	"401.8"	"418.4"	"348.2"	"382.9"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"0.585"	"0"	"97.2833333333333"	"4"
"False"	"IsMasterProtein"	"PF3D7_1358200"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium protein, unknown function | location=Pf3D7_13_v3:2309035-2314125(+) | length=1596 | sequence_SO=chromosome | SO=protein_coding"	"2.13032581453634"	"4"	"6"	"4"	"1"	"1596"	"191.34"	"6.29"	""	"0.973"	"0.962"	"0.981"	"0.821"	"0.838"	"0.845"	"0.889"	"0.763"	"0.807"	"1146.4"	"1115.5"	"1103.1"	"1124.3"	"940.8"	"960.7"	"968.3"	"1019.5"	"874.9"	"924.6"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"0.13"	"0"	"97.21"	"4"
"False"	"IsMasterProtein"	"PF3D7_1246600"	"organism=Plasmodium_falciparum_3D7 | product=pre-mRNA-splicing factor, putative | location=Pf3D7_12_v3:1936522-1937694(+) | length=390 | sequence_SO=chromosome | SO=protein_coding"	"8.97435897435897"	"3"	"3"	"3"	"1"	"390"	"46.792"	"9.28"	""	"0.992"	"1.022"	"1.219"	"0.937"	"0.911"	"0.960"	"1.072"	"0.923"	"0.962"	"120.5"	"119.5"	"123.1"	"146.9"	"112.9"	"109.8"	"115.7"	"129.2"	"111.2"	"115.9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"0.369"	"0"	"97.2"	"3"
"False"	"IsMasterProtein"	"PF3D7_1108200"	"organism=Plasmodium_falciparum_3D7 | product=D-tyrosyl-tRNA(Tyr) deacylase (DTD) | location=Pf3D7_11_v3:361408-361902(+) | length=164 | sequence_SO=chromosome | SO=protein_coding"	"25.609756097561"	"5"	"8"	"5"	"1"	"164"	"19.193"	"7.93"	""	"0.923"	"1.005"	"1.053"	"0.869"	"0.713"	"0.558"	"0.240"	"0.138"	"0.117"	"1490.8"	"1376.5"	"1498.3"	"1569.9"	"1295.3"	"1063.6"	"832.2"	"357.9"	"205.8"	"174.8"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"1.61"	"0"	"97.1083077848534"	"5"
"False"	"IsMasterProtein"	"PF3D7_0628000"	"organism=Plasmodium_falciparum_3D7 | product=6-pyruvoyltetrahydropterin synthase (PTPS) | location=Pf3D7_06_v3:1121690-1122211(+) | length=173 | sequence_SO=chromosome | SO=protein_coding"	"10.4046242774566"	"2"	"4"	"2"	"1"	"173"	"20.048"	"6.43"	""	"0.944"	"0.881"	"0.979"	"0.847"	"0.787"	"0.786"	"0.778"	"0.555"	"0.422"	"319.7"	"301.9"	"281.6"	"313.1"	"270.7"	"251.7"	"251.3"	"248.8"	"177.4"	"135.0"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"1.683"	"0"	"97"	"2"
"False"	"IsMasterProtein"	"PF3D7_0913000"	"organism=Plasmodium_falciparum_3D7 | product=conserved protein, unknown function | location=Pf3D7_09_v3:569124-570374(-) | length=147 | sequence_SO=chromosome | SO=protein_coding"	"21.7687074829932"	"2"	"3"	"2"	"1"	"147"	"17.348"	"10.1"	""	"0.926"	"0.912"	"0.879"	"0.732"	"0.820"	"0.855"	"0.889"	"0.814"	"0.753"	"487.4"	"451.5"	"444.6"	"428.5"	"356.9"	"399.6"	"416.9"	"433.3"	"396.8"	"367.2"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"1.371"	"0"	"96.97"	"2"
"False"	"IsMasterProtein"	"PF3D7_0831400"	"organism=Plasmodium_falciparum_3D7 | product=Plasmodium exported protein, unknown function | location=Pf3D7_08_v3:1344405-1345487(-) | length=302 | sequence_SO=chromosome | SO=protein_coding"	"24.8344370860927"	"5"	"26"	"5"	"1"	"302"	"36.39"	"6.09"	""	"0.952"	"0.986"	"0.888"	"0.796"	"0.762"	"0.785"	"0.772"	"0.728"	"0.728"	"1693.3"	"1612.1"	"1669.0"	"1503.2"	"1347.3"	"1289.9"	"1329.5"	"1306.7"	"1232.4"	"1232.8"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"2.415"	"0"	"96.8875"	"5"
"False"	"IsMasterProtein"	"PF3D7_0626400"	"organism=Plasmodium_falciparum_3D7 | product=Sec14 domain containing protein | location=Pf3D7_06_v3:1065147-1068626(+) | length=1159 | sequence_SO=chromosome | SO=protein_coding"	"5.00431406384814"	"6"	"7"	"6"	"1"	"1159"	"136.204"	"9.07"	""	"1.043"	"0.997"	"1.083"	"0.847"	"0.810"	"0.787"	"0.855"	"0.739"	"0.809"	"687.7"	"717.1"	"685.7"	"744.5"	"582.7"	"557.0"	"541.5"	"587.8"	"507.9"	"556.2"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"0.151"	"0"	"96.7255065584381"	"6"
"False"	"IsMasterProtein"	"PF3D7_1448600"	"organism=Plasmodium_falciparum_3D7 | product=SNARE protein, putative (VTI1) | location=Pf3D7_14_v3:1997542-1998303(-) | length=253 | sequence_SO=chromosome | SO=protein_coding"	"5.13833992094862"	"1"	"2"	"1"	"1"	"253"	"29.936"	"6.11"	""	"0.996"	"0.924"	"0.987"	"0.631"	"0.374"	"0.207"	"0.168"	"0.141"	"0.101"	"140.2"	"139.7"	"129.6"	"138.4"	"88.5"	"52.5"	"29.0"	"23.6"	"19.8"	"14.1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0.166"	"0"	"96.6"	"1"
"False"	"IsMasterProtein"	"PF3D7_1419300"	"organism=Plasmodium_falciparum_3D7 | product=glutathione S-transferase (GST) | location=Pf3D7_14_v3:802717-803481(+) | length=211 | sequence_SO=chromosome | SO=protein_coding"	"22.2748815165877"	"4"	"10"	"4"	"1"	"211"	"24.774"	"6.35"	""	"0.949"	"0.962"	"0.795"	"0.274"	"0.179"	"0.118"	"0.074"	"0.050"	"0.039"	"697.5"	"662.1"	"671.0"	"554.7"	"191.1"	"124.8"	"82.0"	"51.5"	"35.2"	"27.0"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"1.276"	"0"	"96.5"	"4"
"False"	"IsMasterProtein"	"PF3D7_1018600"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium protein, unknown function | location=Pf3D7_10_v3:737692-743406(-) | length=1904 | sequence_SO=chromosome | SO=protein_coding"	"3.20378151260504"	"6"	"8"	"5"	"1"	"1904"	"226.979"	"9.35"	""	"0.864"	"0.853"	"0.744"	"0.600"	"0.537"	"0.577"	"0.580"	"0.477"	"0.500"	"788.0"	"680.7"	"671.9"	"586.6"	"472.5"	"423.1"	"454.3"	"457.2"	"375.9"	"394.2"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"0.13"	"0"	"96.44"	"6"
"False"	"IsMasterProtein"	"PF3D7_0829300"	"organism=Plasmodium_falciparum_3D7 | product=U6 snRNA-associated Sm-like protein LSm8, putative (LSM8) | location=Pf3D7_08_v3:1256555-1257133(+) | length=95 | sequence_SO=chromosome | SO=protein_coding"	"16.8421052631579"	"1"	"3"	"1"	"1"	"95"	"10.867"	"5.82"	""	"0.982"	"0.932"	"0.878"	"0.608"	"0.464"	"0.505"	"0.467"	"0.373"	"0.394"	"428.6"	"421.0"	"399.3"	"376.5"	"260.7"	"198.8"	"216.5"	"200.0"	"159.8"	"168.7"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2.981"	"0"	"96.43"	"1"
"False"	"IsMasterProtein"	"PF3D7_1332300"	"organism=Plasmodium_falciparum_3D7 | product=trafficking protein particle complex subunit 2, putative (TRAPPC2) | location=Pf3D7_13_v3:1336401-1336892(+) | length=163 | sequence_SO=chromosome | SO=protein_coding"	"9.20245398773006"	"1"	"1"	"1"	"1"	"163"	"18.553"	"6.64"	""	"0.881"	"0.849"	"0.610"	"0.260"	"0.121"	"0.070"	"0.040"	"0.064"	"0.027"	"362.4"	"319.3"	"307.6"	"221.2"	"94.2"	"43.8"	"25.3"	"14.4"	"23.2"	"9.7"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0.292"	"0"	"96.42"	"1"
"False"	"IsMasterProtein"	"PF3D7_1234500"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium protein, unknown function | location=Pf3D7_12_v3:1439896-1441050(-) | length=384 | sequence_SO=chromosome | SO=protein_coding"	"17.4479166666667"	"7"	"8"	"7"	"1"	"384"	"46.647"	"8.48"	""	"0.837"	"0.646"	"0.385"	"0.217"	"0.192"	"0.165"	"0.174"	"0.155"	"0.142"	"1999.3"	"1673.3"	"1291.5"	"770.2"	"433.1"	"383.8"	"329.8"	"348.7"	"309.1"	"283.0"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"0.859"	"0"	"96.3866666666667"	"7"
"False"	"IsMasterProtein"	"PF3D7_1330300"	"organism=Plasmodium_falciparum_3D7 | product=DnaJ protein, putative | location=Pf3D7_13_v3:1276089-1278373(-) | length=331 | sequence_SO=chromosome | SO=protein_coding"	"14.1993957703928"	"5"	"6"	"5"	"1"	"331"	"39.549"	"9.77"	""	"0.919"	"0.889"	"0.786"	"0.636"	"0.562"	"0.552"	"0.564"	"0.499"	"0.522"	"616.8"	"566.8"	"548.4"	"484.7"	"392.5"	"346.6"	"340.5"	"347.9"	"307.8"	"322.1"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"0.896"	"0"	"96.3840523931706"	"5"
"False"	"IsMasterProtein"	"PF3D7_0109200"	"organism=Plasmodium_falciparum_3D7 | product=mRNA cleavage factor-like protein, putative | location=Pf3D7_01_v3:369480-370178(-) | length=232 | sequence_SO=chromosome | SO=protein_coding"	"9.05172413793103"	"2"	"3"	"2"	"1"	"232"	"27.301"	"9.19"	""	"0.937"	"0.886"	"0.704"	"0.519"	"0.470"	"0.401"	"0.298"	"0.248"	"0.228"	"206.7"	"193.6"	"183.2"	"145.5"	"107.2"	"97.2"	"82.8"	"61.6"	"51.2"	"47.2"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"0.701"	"0"	"96.3533333333333"	"2"
"False"	"IsMasterProtein"	"PF3D7_1002200"	"organism=Plasmodium_falciparum_3D7 | product=tryptophan-rich antigen 3 (PArt) | location=Pf3D7_10_v3:112929-116015(+) | length=979 | sequence_SO=chromosome | SO=protein_coding"	"4.49438202247191"	"4"	"4"	"4"	"1"	"979"	"118.597"	"5.52"	""	"1.034"	"0.987"	"0.974"	"0.730"	"0.688"	"0.640"	"0.589"	"0.505"	"0.497"	"411.1"	"424.9"	"405.9"	"400.5"	"300.0"	"283.0"	"263.2"	"242.0"	"207.6"	"204.2"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"0.129"	"0"	"96.12"	"4"
"False"	"IsMasterProtein"	"PF3D7_1232400"	"organism=Plasmodium_falciparum_3D7 | product=conserved protein, unknown function | location=Pf3D7_12_v3:1337710-1338816(-) | length=368 | sequence_SO=chromosome | SO=protein_coding"	"8.15217391304348"	"2"	"2"	"2"	"1"	"368"	"44.043"	"9.29"	""	"0.928"	"0.874"	"0.945"	"0.737"	"0.605"	"0.710"	"0.733"	"0.593"	"0.608"	"197.3"	"183.0"	"172.5"	"186.4"	"145.4"	"119.4"	"140.0"	"144.7"	"117.0"	"119.9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"0.259"	"0"	"96.1"	"2"
"False"	"IsMasterProtein"	"PF3D7_0803600"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium protein, unknown function | location=Pf3D7_08_v3:223762-230209(+) | length=1599 | sequence_SO=chromosome | SO=protein_coding"	"2.75171982489056"	"4"	"5"	"4"	"1"	"1599"	"190.728"	"8.48"	""	"0.999"	"1.008"	"1.026"	"0.849"	"0.744"	"0.768"	"0.732"	"0.625"	"0.732"	"264.3"	"264.1"	"266.3"	"271.2"	"224.3"	"196.6"	"203.1"	"193.5"	"165.2"	"193.4"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"0.122"	"0"	"96.0633333333333"	"4"
"False"	"IsMasterProtein"	"PF3D7_1018200"	"organism=Plasmodium_falciparum_3D7 | product=serine/threonine protein phosphatase 8, putative (PPP8) | location=Pf3D7_10_v3:721734-728331(-) | length=2166 | sequence_SO=chromosome | SO=protein_coding"	"1.24653739612188"	"2"	"2"	"2"	"1"	"2166"	"253.95"	"5.83"	""	"0.884"	"0.888"	"0.779"	"0.655"	"0.633"	"0.575"	"0.585"	"0.513"	"0.570"	"208.1"	"184.0"	"184.7"	"162.2"	"136.4"	"131.7"	"119.7"	"121.7"	"106.8"	"118.7"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"0.034"	"0"	"96.05"	"2"
"False"	"IsMasterProtein"	"PF3D7_1116200.1"	"organism=Plasmodium_falciparum_3D7 | product=pyridoxine biosynthesis protein PDX2 | location=Pf3D7_11_v3:615744-617186(-) | length=219 | sequence_SO=chromosome | SO=protein_coding"	"17.351598173516"	"3"	"5"	"3"	"1"	"219"	"24.547"	"6.9"	""	"0.858"	"0.748"	"0.296"	"0.149"	"0.103"	"0.074"	"0.048"	"0.045"	"0.040"	"733.5"	"629.6"	"548.9"	"217.0"	"109.0"	"75.3"	"54.5"	"35.3"	"32.7"	"29.0"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"1.31"	"0"	"95.9580071334451"	"3"
"False"	"IsMasterProtein"	"PF3D7_1401600"	"organism=Plasmodium_falciparum_3D7 | product=Plasmodium exported protein (PHISTb), unknown function | location=Pf3D7_14_v3:61364-62988(-) | length=478 | sequence_SO=chromosome | SO=protein_coding"	"11.2970711297071"	"4"	"5"	"4"	"1"	"478"	"55.791"	"6.58"	""	"0.928"	"0.970"	"1.013"	"0.816"	"0.776"	"0.761"	"0.855"	"0.678"	"0.778"	"705.3"	"654.7"	"684.1"	"714.3"	"575.7"	"547.3"	"537.0"	"603.0"	"478.0"	"548.9"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"0.389"	"0"	"95.577833562666"	"4"
"False"	"IsMasterProtein"	"PF3D7_1469300"	"organism=Plasmodium_falciparum_3D7 | product=small subunit rRNA processing KH domain protein, putative | location=Pf3D7_14_v3:2841122-2841910(-) | length=262 | sequence_SO=chromosome | SO=protein_coding"	"7.25190839694656"	"2"	"5"	"2"	"1"	"262"	"30.119"	"9.88"	""	"0.889"	"0.885"	"0.789"	"0.636"	"0.612"	"0.638"	"0.686"	"0.571"	"0.638"	"1186.3"	"1054.1"	"1050.1"	"935.7"	"753.9"	"725.8"	"756.6"	"814.3"	"677.4"	"757.3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"0.501"	"0"	"95.559189355297"	"2"
"False"	"IsMasterProtein"	"PF3D7_0934700"	"organism=Plasmodium_falciparum_3D7 | product=UBX domain, putative | location=Pf3D7_09_v3:1357411-1359262(+) | length=531 | sequence_SO=chromosome | SO=protein_coding"	"6.02636534839925"	"2"	"2"	"2"	"1"	"531"	"62.53"	"7.03"	""	"1.019"	"1.096"	"1.155"	"0.862"	"0.900"	"0.905"	"0.981"	"0.679"	"0.811"	"109.0"	"111.1"	"119.5"	"125.9"	"94.0"	"98.1"	"98.6"	"106.9"	"74.0"	"88.4"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0.202"	"0"	"95.49"	"2"
"False"	"IsMasterProtein"	"PF3D7_1434000"	"organism=Plasmodium_falciparum_3D7 | product=CCR4-associated factor 16, putative (CAF16) | location=Pf3D7_14_v3:1364749-1366113(-) | length=257 | sequence_SO=chromosome | SO=protein_coding"	"19.0661478599222"	"5"	"6"	"5"	"1"	"257"	"30.18"	"6.7"	""	"0.966"	"0.917"	"0.601"	"0.201"	"0.147"	"0.113"	"0.098"	"0.079"	"0.069"	"573.3"	"553.6"	"525.8"	"344.6"	"115.5"	"84.5"	"64.7"	"56.3"	"45.4"	"39.5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"1.154"	"0"	"95.353117856724"	"5"
"False"	"IsMasterProtein"	"PF3D7_0524600"	"organism=Plasmodium_falciparum_3D7 | product=50S ribosomal protein L12, apicoplast, putative | location=Pf3D7_05_v3:1017809-1018582(+) | length=257 | sequence_SO=chromosome | SO=protein_coding"	"12.4513618677043"	"3"	"3"	"3"	"1"	"257"	"29.859"	"9.38"	""	"0.690"	"0.607"	"0.346"	"0.296"	"0.273"	"0.310"	"0.330"	"0.286"	"0.299"	"1439.5"	"992.8"	"873.9"	"498.3"	"425.7"	"392.4"	"445.8"	"474.6"	"411.9"	"429.8"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"0.54"	"0"	"95.3333333333333"	"3"
"False"	"IsMasterProtein"	"PF3D7_0109600"	"organism=Plasmodium_falciparum_3D7 | product=cold-shock protein, putative | location=Pf3D7_01_v3:377874-378599(-) | length=150 | sequence_SO=chromosome | SO=protein_coding"	"26"	"4"	"5"	"4"	"1"	"150"	"17.979"	"9.29"	""	"0.856"	"0.911"	"0.829"	"0.705"	"0.548"	"0.641"	"0.619"	"0.552"	"0.566"	"482.4"	"412.7"	"439.5"	"400.1"	"339.9"	"264.3"	"309.3"	"298.4"	"266.2"	"273.1"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"1.31"	"0"	"95.0715757988329"	"4"
"False"	"IsMasterProtein"	"PF3D7_1127000"	"organism=Plasmodium_falciparum_3D7 | product=protein phosphatase, putative | location=Pf3D7_11_v3:1056198-1058054(-) | length=287 | sequence_SO=chromosome | SO=protein_coding"	"9.75609756097561"	"2"	"3"	"2"	"1"	"287"	"34.439"	"7.91"	""	"0.834"	"0.742"	"0.457"	"0.233"	"0.179"	"0.200"	"0.152"	"0.141"	"0.121"	"393.3"	"327.9"	"291.8"	"179.9"	"91.6"	"70.3"	"78.7"	"59.8"	"55.4"	"47.4"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"0.311"	"0"	"94.98"	"2"
"False"	"IsMasterProtein"	"PF3D7_0420600"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium protein, unknown function | location=Pf3D7_04_v3:932463-934244(+) | length=593 | sequence_SO=chromosome | SO=protein_coding"	"7.41989881956155"	"5"	"5"	"5"	"1"	"593"	"69.635"	"5.95"	""	"0.960"	"0.941"	"0.857"	"0.618"	"0.549"	"0.495"	"0.458"	"0.343"	"0.265"	"957.0"	"918.7"	"901.0"	"820.3"	"591.1"	"525.5"	"474.0"	"438.4"	"328.5"	"253.5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"0.487"	"0"	"94.71"	"5"
"False"	"IsMasterProtein"	"PF3D7_1406700"	"organism=Plasmodium_falciparum_3D7 | product=vacuolar protein sorting-associated protein 29, putative (VPS29) | location=Pf3D7_14_v3:244908-245492(+) | length=194 | sequence_SO=chromosome | SO=protein_coding"	"28.8659793814433"	"5"	"7"	"5"	"1"	"194"	"21.76"	"5.53"	""	"0.842"	"0.806"	"0.647"	"0.330"	"0.218"	"0.158"	"0.137"	"0.102"	"0.081"	"1248.2"	"1051.1"	"1006.6"	"807.5"	"412.1"	"271.9"	"196.6"	"171.0"	"127.3"	"100.6"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"2.511"	"0"	"94.0833333333333"	"5"
